-0.1499  	-0.1728  	-0.6561  	-0.0147  	0.10376  	0.31434  	0.06007  	-0.3627  	0.12671  	0.26575  	-0.4605  	0.28860  	0.17016  	0.06525  	0.40340  	0.89408  	-0.0816  	-0.2512  	0.26183  	0.16727  	0.21991  	0.13214  	-0.1510  	0.08971  	0.18121  	-0.1725  	-0.0652  	-0.2198  	-0.3266  	-0.0907  	-0.1802  	-0.0423  	0.06148  	-0.1558  	0.46692  	-0.1357  	0.23846  	-0.0091  	-0.3861  	0.04492  	0.06220  	-0.0145  	-0.0742  	0.30561  	0.09592  	0.02879  	0.00763  	-0.0034  	0.04782  	0.01968  	-0.0498  	0.00820  	-0.0199  	-0.0067  	-0.0405  	0.02572  	-0.0142  	0.01200  	-0.0085  	-0.0026  	-0.0106  	0.01759  	0.06518  	0.00887  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.2779  	-0.1610  	-0.7899  	-0.1344  	0.12419  	0.20124  	0.20076  	-0.4528  	0.09635  	0.36483  	-0.5356  	0.26365  	0.27862  	0.09358  	0.27965  	0.91888  	-0.2297  	-0.0823  	0.20476  	0.21966  	0.02700  	0.03218  	-0.3377  	0.00867  	0.17276  	-0.1585  	-0.2168  	0.04644  	-0.1735  	-0.0796  	-0.1373  	-0.0734  	0.06376  	-0.1232  	0.38221  	-0.0652  	0.07991  	-0.0678  	-0.3549  	0.11008  	0.15765  	-0.0453  	-0.1022  	0.32516  	0.11949  	0.01876  	0.01975  	-0.0107  	0.03586  	0.00837  	-0.0561  	-0.0030  	-0.0193  	-0.0193  	-0.0363  	0.01636  	-0.0129  	0.01007  	0.00199  	-0.0111  	-0.0092  	0.02242  	0.05903  	0.01336  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.3619  	-0.2958  	-0.9615  	-0.0414  	0.42223  	0.18911  	0.33265  	-0.5716  	0.00615  	0.41221  	-0.8156  	0.06882  	0.30811  	-0.1460  	0.52841  	0.82446  	-0.3650  	-0.0388  	0.23618  	0.11236  	-0.2029  	0.15598  	-0.3046  	-0.2760  	0.30509  	-0.2405  	-0.1020  	0.15766  	0.08883  	0.06472  	-0.1989  	-0.1402  	-0.0269  	-0.0958  	0.44194  	0.05725  	0.00161  	-0.1193  	-0.3744  	0.17074  	0.02080  	-0.0257  	-0.1563  	0.33494  	0.11870  	0.02337  	0.00641  	-0.0119  	0.05097  	-0.0203  	-0.0149  	-0.0053  	-0.0259  	-0.0318  	-0.0332  	0.02286  	0.01282  	0.01618  	-0.0001  	-0.0239  	-0.0291  	-0.0002  	0.06231  	0.01919  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.3226  	-0.3706  	-1.0022  	0.04135  	0.51190  	0.16883  	0.27793  	-0.5467  	-0.0172  	0.41003  	-0.9520  	-0.0536  	0.34295  	-0.1699  	0.58749  	0.61436  	-0.3654  	-0.0323  	0.15849  	0.07898  	-0.3778  	0.12994  	-0.3632  	-0.2964  	0.34859  	-0.2429  	-0.1236  	0.27409  	0.18306  	0.07001  	-0.2233  	-0.1867  	-0.0198  	-0.1000  	0.27283  	0.09375  	-0.1138  	-0.1302  	-0.2611  	0.20965  	0.10252  	-0.0345  	-0.0719  	0.29970  	0.09836  	0.02923  	0.01409  	0.00574  	0.04021  	0.00647  	-0.0061  	0.00256  	-0.0370  	-0.0252  	-0.0287  	0.01449  	0.01930  	0.01074  	-0.0004  	-0.0173  	-0.0300  	-0.0083  	0.05797  	0.00784  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.2703  	-0.2322  	-0.9552  	0.22119  	0.46999  	0.20954  	0.21811  	-0.5793  	0.04824  	0.39469  	-0.9358  	0.07667  	0.33533  	0.02005  	0.35627  	0.79455  	-0.2303  	-0.0336  	0.20635  	0.26654  	-0.3686  	0.10004  	-0.4874  	-0.1348  	0.53279  	-0.2040  	-0.2846  	0.25836  	0.14789  	0.02852  	-0.2263  	-0.1052  	-0.0576  	-0.0986  	0.31480  	0.07594  	-0.1007  	-0.1447  	-0.2566  	0.20606  	0.15943  	-0.0284  	-0.0529  	0.32135  	0.09593  	0.02485  	0.00770  	0.01086  	0.04900  	0.02458  	-0.0048  	0.00513  	-0.0352  	-0.0223  	-0.0327  	0.02237  	0.01490  	0.00920  	0.00752  	-0.0176  	-0.0210  	-0.0087  	0.06392  	0.00790  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.4746  	-0.2539  	-1.1031  	0.26476  	0.49642  	0.17112  	0.20985  	-0.5197  	0.02059  	0.30554  	-0.8915  	0.15041  	0.34101  	0.18195  	0.48098  	0.72600  	-0.1945  	-0.0214  	0.21168  	0.25419  	-0.2641  	0.10931  	-0.4742  	-0.0611  	0.49140  	-0.2049  	-0.2273  	0.26292  	0.11050  	0.02537  	-0.1967  	-0.1159  	-0.0521  	-0.1147  	0.37844  	0.02985  	-0.1066  	-0.1782  	-0.2890  	0.21747  	0.09059  	-0.0244  	-0.1151  	0.30904  	0.09865  	0.02569  	0.01251  	-0.0166  	0.03507  	0.03673  	-0.0185  	-0.0038  	-0.0400  	-0.0206  	-0.0390  	0.00993  	0.01963  	0.01591  	0.00335  	-0.0246  	-0.0186  	0.00154  	0.05255  	0.00516  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.5952  	-0.2260  	-1.0712  	0.19667  	0.46126  	0.10530  	0.36319  	-0.6815  	-0.0388  	0.38138  	-0.6902  	0.35559  	0.21356  	-0.2319  	0.10093  	1.35101  	-0.2369  	0.09939  	0.29482  	0.50845  	-0.1169  	0.12187  	-0.5779  	-0.0934  	0.46857  	-0.2288  	-0.2455  	0.30929  	0.19969  	0.10729  	-0.2566  	-0.0177  	-0.0619  	-0.0466  	0.51072  	0.04005  	-0.0742  	-0.1580  	-0.3221  	0.28812  	-0.0571  	-0.0060  	-0.1877  	0.37710  	0.12275  	0.00708  	-0.0056  	-0.0135  	0.07668  	-0.0161  	-0.0275  	-0.0014  	-0.0325  	-0.0202  	-0.0397  	0.02967  	0.01306  	0.02390  	0.01913  	-0.0218  	-0.0306  	0.00153  	0.05395  	0.00824  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.4324  	-0.1639  	-0.8257  	-0.1112  	0.20365  	0.19423  	0.34348  	-0.6572  	-0.0107  	0.34841  	-0.5722  	0.14977  	0.13588  	-0.3676  	0.14223  	1.22163  	-0.2479  	0.07421  	0.26673  	0.35435  	-0.0937  	0.07765  	-0.4220  	-0.1852  	0.44505  	-0.2007  	-0.2385  	0.24994  	0.17781  	0.08597  	-0.2629  	-0.0285  	-0.0893  	-0.0495  	0.44388  	0.09168  	0.01954  	-0.1171  	-0.3669  	0.26926  	0.02520  	-0.0351  	-0.1614  	0.36015  	0.11276  	0.00428  	0.00333  	-0.0043  	0.05255  	-0.0145  	-0.0324  	-0.0064  	-0.0301  	-0.0113  	-0.0371  	0.02474  	0.00355  	0.02694  	0.01902  	-0.0297  	-0.0295  	0.00314  	0.04795  	0.01636  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.4603  	-0.1896  	-0.7834  	-0.1246  	0.28505  	0.11831  	0.40259  	-0.6844  	-0.0153  	0.41461  	-0.5437  	0.16177  	0.09671  	-0.5199  	-0.0027  	1.33941  	-0.2794  	0.18269  	0.26108  	0.38963  	-0.1851  	0.04698  	-0.4396  	-0.2355  	0.43203  	-0.2239  	-0.2434  	0.27518  	0.29696  	0.10995  	-0.2381  	-0.0425  	-0.0731  	-0.0243  	0.36129  	0.10379  	-0.0372  	-0.1301  	-0.3153  	0.27349  	0.06074  	-0.0331  	-0.1363  	0.38946  	0.12691  	0.00945  	-0.0038  	0.00895  	0.06674  	-0.0151  	-0.0297  	-0.0083  	-0.0273  	-0.0141  	-0.0302  	0.02462  	0.00647  	0.01986  	0.00969  	-0.0157  	-0.0315  	-0.0069  	0.05953  	0.01849  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
-0.4785  	-0.2104  	-0.7222  	-0.2168  	0.24684  	0.06403  	0.44866  	-0.6386  	-0.0280  	0.51542  	-0.4387  	0.08131  	0.07352  	-0.5900  	0.06759  	1.18169  	-0.2390  	0.24006  	0.28642  	0.28068  	-0.2998  	0.09379  	-0.3189  	-0.2918  	0.48139  	-0.2101  	-0.2304  	0.24219  	0.37040  	0.10289  	-0.2276  	-0.0774  	-0.1372  	-0.0327  	0.31452  	0.16111  	-0.0856  	-0.1492  	-0.2805  	0.27225  	0.08791  	-0.0442  	-0.1189  	0.37397  	0.11690  	0.00025  	0.00599  	0.02245  	0.05806  	-0.0040  	-0.0138  	-0.0042  	-0.0249  	-0.0203  	-0.0250  	0.01834  	0.01819  	0.02088  	0.00631  	-0.0178  	-0.0325  	-0.0106  	0.07135  	0.02205  	0.03398  	0.26706  	-0.1320  	0.00431  	0.04231  	-0.1395  	1.28133  	122.684  	115.885  	
